Info,Anzahl
Verkünddatum. Sein Bruder Diethelm Rosenstock wird am gleichen Tag verkündet.,1
Praeceptor 3. Classis,1
uß dem Wolffen der Pfarr Stallikon,1
"Eltern: Herr Hauptmann und Obmann Hans Jakob Werndli, Burger zu Zürich und sesshaft zu Feuerthalen, und Margaretha Spaltenstein",1
Cop. f. h. m. 7.,20
"""Medic. stud. et pract.""",1
getraut zu [Ortsangabe fehlt],2
"""von Ober Rad""",1
"""conc. Hr. Vogel Ernj"")",1
B. 21. Julii 1754,1
N. 6. Juni 1752,1
B. den 28. 8bre 1730,1
Lehenbauren Sohn zu Schalchen,1
ohne Trauort und Datum [erste Taufe am 25. Juli 1689 in Rieschweiler (Herzogtum Zweibrücken)],1
mit Zustimmung von Herrn Diakon Freytag,6
erste Hochzeit an einem Dienstag (gemäss Mandat der Unserer Gnädigen Herren),1
"mit Bewilligung des Ehegerichts (""f.M.P."")",1
Profos,19
vom Steinbock,1
"getraut zu Zürich (""Tiguri copulirt worden"")",1
sesshaft zu Hütten,1
geschieden von Anna Kraut seit 26. Nov. 1795,1
"getraut zu Zürich bei Sankt Peter, um 9 Uhr",2
alt Seckelmeister und Richter,1
Jos Rychlig,1
N. 2. Jul. 1769,1
in Eckkirch (Elsass) getraut laut Attestation des Pfrs. und der Ältesten der ref. Gemeinde Markirch,2
Eltern: Heinrich Manz und Margaretha Manz sel.,1
"Mr., Faber lignarius seu arcularius",1
"getraut auf Burg, mit Bewilligung",3
verkündet 30. September,2
nat. 22. Jan. 1756,1
Pangratius,3
getraut zu Wädenswil. Sein Bruder Hans Kaspar Hofmann heiratet am gleichen Tag.,1
Hans Jaggeli,3
Müller Heinrich Breiters Sohn,1
"b. 1769, 20. 9br.",1
Lichtensteger,1
"""conc. et cop. Hrn. Heinrich Meister, V. D. M., von Küßn.""",1
"Späterer Zusatz: ""Tischm[acher].""",1
von Hërgis,1
"Trauung in Abwesenheit des Pfarrers durch Herrn Vetter Wonlich, Exspektant.",1
"Disere Eelütt seindt strack nech der Hochzyt in Meerherrn [Mähren] zogen, doch nit der Töufferey halben, sonder wyl der Knab sich doselbsten ingelasen.",1
Spineli,1
"verkündet 25. Januar. ""Er kann gar nüt leider"", ist aber in der 3. Ehe. Hat Besserung versprochen.",1
"""Conrad Schwyter Hosp. fil."")",1
Jörg Rüdi,2
Wächters sel. Sohn,1
Bapt. 8. Merz 1757,1
Sein Bruder Ulrich Rathgeb heiratet am gleichen Tag.,1
verkündet 15. April,53
"Schärer (""Tonsor"")",2
Freiamtsfähnrich Jakob Stehlis sel. Sohn,1
b. d. 30. Mez. 1727,1
"""im Steinenbach""",2
"""Testis Diac. ad D. Petri.""",1
"""hat er deßwegen in Ansehung seines Burgerrechts in Zürich sich declariert, daß er selbiges gar gern entaüßern wolle.""",1
Schulmeister [Vornamen des Bräutigams aus dem Ehebuch Seen ergänzt],1
"Eltern: Jakob Ruff sel., Margaretha Kramer",1
am Gstad,1
Jörg Spöheli,1
aus der Beizi,1
"""D. V. Past. Filius""",2
unßer Tauffgötti,1
getraut zu Hüttlingen (durch Pfarrer Salomon Vogel von Stammheim),1
Graveur,2
Dallmann,2
Amerswil vel Summeri,1
der Pfarr Uster,1
Auf Begehren von Herrn Dekan Grob zu Stäfa hier eingesegnet.,1
Marthy,8
im Nydeltobel,1
bapt. 11. Nov. 1770,1
von Giengen,1
"beiderseits aus dem Spital, mit Bewilligung der Herren Pfleger",1
Wänsouwer,1
Krista,1
"von ""Rettsten""",1
Marthi,41
"Landrichter (""Ldr."") Hans Ulrichs lediger Sohn",1
"getraut frühmorgens (""mane"")",3
im Raabenaker,1
"""natus den 31ten Aug. 1678""",1
Marthe,5
"Sie wurden 1721 vor Ehegericht, weil sie dem Allomsen erst entrunen, von einandern gekent, weil sie aber bald darauf in die Kindbeth komen, wurden gestrafft und zusammen gekent.""",1
Heinrich Fenners sel. Sohn,1
"getraut zu Regensberg (""Regensburg""), mit Erlaubnis",1
des Kuhhirten Sohn,3
"""auß der Ägstenwyß""",1
"Nachtrag: ""Mort. den 21. Apr. 1782.""",2
Sind zu Thäingen [getraut worden ?],1
Dietli,1
Zuchtmeister am Oetenbach,1
StegenMüller,1
dictus Groß Jaglis Heirech,1
"Jorg, genannt ""Götz""",1
Zimmergeselle in Zürich,1
Cop. f. M. p. h. 9.,2
Sohn Herrn Zunftmeisters,1
Vogt Hans Hubers Sohn. Sein Bruder Hans Rudolf wurde am gleichen Tag getraut.,1
"""Scheubenhanselis sel.""",1
"getraut zu Zürich (""Vcop. Tig."")",1
Jonasen sel.,2
von Höffle,1
Praefecti servus,1
auff der Steig,1
auß dem Rumstal,1
Witwer der Katharina Zangger,1
Kuntz,1
Geereth,1
"Herr. Cum consensu Consist. Matrim.""",1
getraut zu Benken durch den Pfarrer von Feuerthalen,1
getraut zu Yverdon und daselbst sesshaft. Er hat der Kirche 10 Pfund gezahlt und ist hier verkündet worden.,1
Jörg Graaff,1
"Mr., Nadler, pastoris p. m. filius",1
"Bemerkung: ""Diser Heinrich Meyer ist den [...] 7. Nov. 1634 in der Leimbgrub umbkommen.""",1
"mit Bewilligung des Ehegerichts (""perm. Cons. M.""). [Das Ehegerichtsprotokoll vom 20. Aug. 1726 nennt ihn als Hans Schätti von Irgenhausen (Pfäffikon) (YY 1.217, S. 343).]",1
"""im Closter, im Unter-Aügster-Thal""",1
"getraut zu Beringen (""ib[idem]. copul."")",1
Bapt. 2. Jun. 1754,1
"""Antoni Olgiati von Poschlaf in Pündten""",1
Rudolfen sel. Sohn,22
"Petrus Rodolfus, Praedicant uß den Pündten",1
des Pfarrers zu Mettmenstetten Sohn,1
[J]örg,1
Marti Eerensperger,1
Fridli Kündigs sel. Sohn,1
Test. D. Par[ochus]. in Höng,1
Müllerknecht auf der untern Mühle,1
Schuhmacher und Lismer,1
Schwartz Jagg Sohn,1
Hans Heinrich Enderlis sel. Sohn,1
Moroff,7
"getraut zu Burg (Stein am Rhein) (""uff der Burg bey Stein"")",1
"le Citoyen François Plet de Vigny, Depart. de la Seine e Oise de France",1
nat. d. 9. Winterm. A°. 1717,1
N. 9. Oct. 1763,1
Die Eidtberger aber wolten ihn nit hinein laßen.,1
"""Madöri""",2
gnt. Kriegsmann,1
außem Wald,1
"Hutmacher. ""NB. Solte den 12. copuliert werden zu Weiningen",1
an der Strass,1
alt Ehgaumer Hans Heinrich Freien Sohn,1
Jost Rychling,1
"""bey der Brugg""",2
der Schützenzeiger von Seen,1
von M. T.,1
uf Rein,1
"genannt ""Käffer""",1
"testes: Josef Stünzi, der Schuhmacher, und Herr Johann Steiner (mit Bewilligung der Herren Burgermeister)",1
Leonharden sel. älterer Sohn,1
aus der Wolffhalden,1
"getraut zu Seuzach, mit Bewilligung des Ehegerichts",1
"pastoris ex fratre Nepos""",1
"""von Lampertheim uß dem Elßaß""",1
"getraut zu Zürich (""in der Stat"")",4
"""von Dübeldorff""",1
"NB. Nachdem sie den 10. Mey 1792 von L. Ehgericht wegen mit einander begangener s. v. Hurey gestraft worden und ihr den 18. Jul. A. C. an die Welt gebornes Kind unehelich erkannt worden, ehelichten sie noch einander.",1
"genannt ""Herren""",1
N. 7. Jul. 1765,1
Jakob Bachmanns Sohn,1
Duchmann,1
zu Käl,1
"""Völcklin""",1
nat. 1. April 1742,2
Conradi des alten Weibels Sohn,1
bapt. 23. Augstm. 1772,1
nat. 1. April 1749,1
"genannt ""Kucheli""",1
Felix Kleinwerlin,1
von Islikon der Pfar Gachnang,1
"""Stokar""",2
Casper Wolfgang von Bürglen uss Sant Galler Biet,1
"in Diensten bey Hrn. Pfleger Schweitzer beym Christophel""",1
verkündet und getraut am 27. Sept.,2
Pfarrer von Neftenbach,1
der Ehrs[ame].,1
"bapt. 3. Julius 1757, ex. W. 1773",1
"Sie waren im dritthalben Grad Consanguin. u. die ersten, die disfahls auf erneuerte Erkantniß u. Permission MGndHHrn. in disem Grad der Verwandschafft dörfften copuliert werden. Zahlung von 40 lb. Dispensationsgeld. Getraut zu Zürich bei Sankt Peter",1
Geörg Jappert,1
Zeugnis erteilt an Anna Wüst,2
"getraut zur Frühpredigt, aus Erkenntnis des Ehegerichts",2
"getraut zu Weiach, durch den Pfarrer von Bachs",1
"Sohn des Pfarrers (""past. filius"")",2
Görg Zirler von Dollenstein,1
beide us dem Schwabenland,1
des Weibels sel. Sohn,1
B. den 13. 7bre 1711,1
aus dem Wolffenzedul,1
"Eltern: Heinrich Baur sel., Barbara Vaterlaus",1
"""Testis Diac. Abbatissanus""",2
"Mr., Schärer (""tonsor"")",1
verkündet 20. Oktober,1
permissu des Stillstands zu Stammheim getraut,1
Andresen sel. Sohn,3
Banggli,1
Testes die Herren Spitalpflëger,1
Richter der Gemeinde Dietikon,1
"""Schuzmstr.""",1
"wegen naher Verwandtschaft in Buch getraut, ex consensu Unserer Gnädigen Herren",1
sesshaft zu Stäfa,2
b. d. 9. Xbre. 1736,1
aus Befehl des Ehegerichts,2
Nat. 14. Febr. 1769,1
in der Wylen der Pfr. Hittnau,1
"b. [17]31, Feb. 25.",1
Jakob Böcklis sel. Sohn,2
Pfarrer zu Elsau,1
N. 17. Mart. 1754,1
Dubenberger,4
Kirchmeier Heinrich Hubers Sohn,1
verkündet 29. Febr.,10
Ehgaumer Felix Schärers sel. Sohn,1
getraut bei Sankt Peter. [Die Abschrift (VIII.C. 25.) gibt zusätzlich den Trautag 24. Juli.],1
"Eltern: Heinrich Egli, Anna Barbara Kaltbrunner",1
Jacoben des Wächters Sohn,1
uf dem Hoff,3
getraut zu Zürich bei Sankt Peter nachmittags um 4 Uhr,1
"getraut zu Zürich (""cop. Turici"")",34
nat. 26. Mart. 1754,1
"Jakob Müllers, Zimmermanns, Sohn",1
"""hieltend zu Grüningen Hochzeit""",1
genammt deß Grawen,1
Knebler,1
"verkündet 29. August (""29. 8tbr.""",1
"mit Dispensation, im dritten Grad verwandt (""cum dispens. 3. gr."")",1
v. Wyl bey Rafz,1
"in der unteren Hub, der Pfarr Zollikon",1
"v. Egelshofen, der Pfarr Kurz-Rikenbach im obern Thurgaü",1
alt Ehgaumers Sohn,13
"auf Befehl des Ehegerichts (""Constist. Jus."")",1
ab dem Meierhof,1
"""Kindenman""",3
Der Bräutigam zog nach Otelfingen.,1
"getraut zu Dürnten ""um beßerer Kommlichkeit willen""",1
b. d. 22. Jul. 1731,1
"""R. Gibel""",1
"von N. N., Hinterseßen Sohn vo. Stein",1
der ältere in der Aue zu Dällikon,1
Lentz Hiltprand,1
"Johannesen sel. Tochter) verkündet. Der Eintrag wurde gestrichen. Nach der Verkündung kam eine andere und sagte, sie sei von ihm schwanger.",1
"mit Erlaubnis des Ehegerichts, laut Scheins",1
von Besigheim i. Würtembergischen,1
verkündet 3. und 10. Dez.,1
Sägisman,1
Cristan Boler,2
frater junior. Sein Bruder Daniel Hasenfratz heiratet am 21. März 1748.,1
der jung Schnyder,1
"mit Bewilligung von Pfarrer Diebold ""ex permissione D. Past. Theobaldi"")",1
in Beichlen,10
ab Ferrenwallsperg,1
"Tischmachers sel. Sohn (""Tischm. sel. Sohn"")",1
Heinrich Brinckmejer von Brunswyg,1
bapt. den 8. Julii 1720,1
Ehg.,1
verkündet 27. Febr. Diesem Paar wurde aus besonderen Gründen durch eine eigene Ehedispensation die Kopulation schon auf den 29. Febr. erlaubt. Siehe ehegerichtliche Erkenntnis vom 25. Febr. 1780.,1
"""Johan""",1
Grießenberg uß dem Turgauw,1
Michael Mittwiller auß dem Stifft Kemten,1
"Sohn des Heinrichen von Zünikon der Pfr. Elgg, seßhaft auf der hinteren Hub",1
Bruch,5
Güttiger,3
"Trommler (""der Trummenschlager"")",1
im oberen Höhenstok,1
Melchnouw ußem Berner gebiet,1
alt Mesmers,2
aus dem Wyl der Pfarr Uster,1
Testis Diacon. ad Praedicatores,1
"getraut zu Zürich (""in Zürich cop."")",1
von Oberengstringen,1
Eggli,24
Eintrag an einem 31. (Monatsangabe fehlt).,1
aus der Pf. Wildberg,1
N. 27. Nov. 1774,1
getraut im Hirzel (mit Bewilligung des Ehegerichts),6
"Schulmeister. Er starb am Sonntag, 26. Nov. 1720.",1
der Pfarrey Dürnten,2
"""Bürgeß""",1
unehrl.,1
"genannt ""Boll""",3
aus ehegerichtlicher Erkenntnis,3
"""Locus Nat."": Oberriet",1
"beyde von Neerach, der Gemeind Steinmaur",1
Hs. H. Willeman,1
mit Dispensation des Ehegerichts vom 23. Nov. 1780,1
im Teüffmoos,1
"Meister, Dreher",1
verkündet 4.Oktober,1
Eintrag nach dem 25. Februar,2
"""an der neüen Üeri""",1
von Eberschweil der Pfarr Bischofs Zell,1
Rohten Sohn,1
sesshaft zu Witikon,1
Hofprediger am Schaumburgischen Hof,1
Matiß. Ihre Geschwister Margaretha Welti und Hans Heinrich Freimann heiraten am gleichen Tag.,1
"mit Bewilligung des Ehegerichts (""perm. foro Matrim."")",1
"""bei Junker Landenberg ...""",1
"Jeronimus. ""Wurdend hie yngfürt, wyls da oben kein Wirt hattend.""",1
bey der Tannen,27
des Heiris sel. in der Graben,1
"Nachtrag: ""Mort. den 14. Maj. 1778.""",1
"viduus et vilinus, auch ein Verordneter zum Stillstand",1
Rudiß,2
Witwer der Anna Sigg,1
Ottmanns genannt,1
Künis s. Sohn,1
Beügget,1
"Mr., faber Lignarius""",1
Mondourschein N. 331,1
Herr Anthoni Günther Stünden von Schwobach im Teütschland,1
von Alttdorff,1
"getraut zu Urdorf (""Udorff"")",4
getraut zu Altstätten im Rheintal,1
Uoli Wetlich,1
"""Folmer""",1
genampt Seiler,2
Leemens,1
Jörrli Hs. Heiris,1
Stuter,1
"[von Wülflingen (Haushaltungsrodel Wülflingen 1733, S. 29)]",1
"""usm Wihrtshauß""",1
"""H. Hans Jörg Urich""",1
"Eintrag am 16. Febr. 1706. Weil aber die Braut samstags zu vor eines Kinds genesen, sind sie am Samstagmorgen des 20. März getraut worden.",1
getraut in Wildberg,1
"""ab dem Rey""",1
"Zunftmeister und des Rats, Obervogt zu Höngg und Pfleger in der Spanweid",1
Invocavit,1
"getraut zu Weil am Rhein (""Weil, im Margräffischen"")",1
"gehört in die ""Pfarr"" Buch am Irchel, lebt aber ""v. Juget auff"" hier.",1
im Schläpli,1
Hansen sel. Sohn auf Schindlet,1
"Eltern: Kaspar Kramer, alt Ehgaumer, Barbara Brandenberger",1
Eltern: Jakob Schmid und Anna Reutimann sel.,1
Heini Weissen Sohn. Sie sind vom Ehegericht zusammenerkannt worden.,1
"""Pfleger der Stift zum Großen Münster""",1
29 J.,3
"""im Wangenspach""",1
Hans Demuthen Sohn,7
Jäger Schneiders sel. Sohn,1
Hafner,123
Michel Kung,1
im Langacher,1
ab dem Ried,1
B. den 8. Maii 1735,1
"""Näg.""",1
Weidman,1
Pfarrer Winterli traut ihn das vierte Mal.,1
Ringgenmachers. Sie waren im dritten Grad der Blutsfreundschaft und erlangten die hohe Dispensation.,1
Hochzeitsfest in Ringwil,1
von seiner ersten Frau wegen von ihm begangenen Ehebruchs geschieden,1
"von Langnau, L. Cant. Bern",1
Kaspar Schmids Sohn,1
"""ab dem Hof""",1
"""Jooß""",3
"Trauung am Montag, wegen der Synode",1
"Nat. 1702, den 4. April. aet. 23 mens. 7",1
"n. & b. den 20. Mart. 1762, ad Sacram Coenam adm. 1781",1
im untern Tobel,2
Heini Zollick,1
getraut um 8 Uhr,13
bapt. d. 24. 8br. 1734,1
"Hans Jakobs, ""Spizis"", sel.",1
Salomon Dieners sel. Sohn,3
Hs. Geörg Frymann,1
Raf genambt Burcket,1
Galli Schoock,1
bey der Dannen,1
des Vögtlins s. Sohn,1
mit Bewilligung des Herrn Schultheissen getraut,1
B. den 8. Jul. 1708,2
"Verdächtige, die doch den Ehrenkranz tragen wollen.",1
"des Grossen Rats (""cc vir"")Verkünddatum",1
"genannt ""Bekli""",1
Hans Hensler von Stein,1
Rudolfs sel. Sohn,13
Carpfiß,1
"""h. f. 9. cop.""",1
"Pommeran., jez Krummenau Togg.",1
von Thal im Rheintall,1
Hans Jakob Wettsteinen sel. Sohn,1
alt Bauren Sohn von Rheinsf. HUlr. Mejers,1
von Herrn Pfarrer Waser empfohlen,2
mit Bewilligung von Herrn Landvogt,1
Teüßis,1
Trommenschl[age]r.,1
"genannt ""Sechser""",1
b. 6. März 1735,1
"""post conjugium valde discors. cum Susanna Demuth contractum d. 4. Xbr. 1781, sed dissolutum d. 8. Xbr. 1785""",1
"""beyde auß dem Scheürli der Pfarr Bichelsee""",1
"getraut zu Zürich beim Grossmünster Montag, 9. Dez.[recte 10. Dez.]",1
getraut zu Schinznach,2
Ehgaumer Hans Rudolfen Sohn,1
Weidler,1
Hüpschlich,2
verkündet 21. Juli. Seine Schwester Barbara Lang wurde an den gleichen Tagen verkündet und getraut.,1
"""vulgo Türk""",1
"Heinrich Kunzen sel., gewesenen Ehgaumers, Sohn",3
"""Sponsus natus den 20ten Mart. 1721""",1
Fundanus,1
Bapt. 18. Jan. 1757,1
Bapt. 18. Jan. 1756,1
Psalm 85:4,1
Sein Bruder Hans Schurter heiratet am gleichen Tag.,1
D. Pastore adstipulante,1
"des Schulmeisters Hansen (""des SchlMstrs Hansen"")",1
b. 13. April 1755,1
Thur Fehr,1
Alten-Bürglers,1
"Hans Rudolfs (""H. Rud."")",1
Ballicon [anderer Name für Töbeli],1
"Trommler (""der Trommenschlaher"")",1
Mr. Kaspar Thomanns des Webers Sohn,1
zwischen Einträgen vom 23. November und 7. Dezember).,1
N. 5. Mart. 1769,1
"""Matthyas""",1
b. 11. Febr. 1753,1
"getraut im Schönenberg (""Cop. im Schbg"")",2
getraut zu Flurlingen (?),1
Hans Kernen Sohn,1
"Pfarrer zu Herbishofen (""Erbishofen"")",1
"Heinrich ""Grüters"", Küfers, Sohn",1
"im Spunk, der Pfarr Fehraltorff",1
Bartli Grütter,1
Wyla,2
Herrn Seckelmeisters Sohn,3
ab dem Rütli,1
abm Tobelhof,1
"""von Kirchendelinsfurt Oberamts Dorlach"" [Der ursprüngliche Zusatz ""aus dem Würtembergischen"" (statt der Oberamts-Angabe) ist gestrichen.]",1
Wyngartner,1
gnampt Hansen Bub Möserli,1
"Namensform ""Lenk"" bei der Ehefrau gemäss ihrem Todeseintrag vom 6. Jan. 1820 (E III 75.4, fol. 311 v) und dem Familienregister Meilen, Band 1 (E III 73.11), S. 384.",1
Seckelm[eisters]. Sohn,1
Eintrag zwischen 25. Febr. und 26. April,1
"genaue und ausführliche Daten gemäss E II 210 a, S. 588",6
"""J. Hans Jacob Äscher""",1
"""an der Blegi""",1
"verkündet 1. Dez. ""Wurden erst nach erhaltener Bewilligung L. Ehegerichts wegen ungleichem Alter promulgirt, und da der Mann gutschlägig, daß er nicht zur Kirche kommen können, in seinem Haus copulirt ...""",1
"""opula Eod. propter Messem""",1
"von Dikbuch, der Pfarr Elg",1
"""Güntta"" (""Guntti"" 1571) ist ein Beiname in der Familie Müller",1
Ludi Buman,1
Hans Trag von Aarauw,1
Mundtpratt,1
"Nachtrag: ""Mort. den 17. Maj. 1771.""",1
im Koller Tob.,1
getraut zu Kesswil,4
Netsch,1
Jakob Dünkis Sohn,1
"""Seckler"". ""Mr. Martinus Kißberg, Seckler, uß Schlesien"" bei der Taufe des Sohnes Felix am 23. Juni 1616.",1
"""bei den blauen Fahn[en]""",1
Witwer der Susanna Honegger,1
"""gen. Kleinen Reesli""",1
"Datum des Kopulationsscheins, nach Bern gesandt, wo sie getraut werden sollen.",1
Heinrich Gool,1
verkündet 13. April (mit Bewilligung des Ehegerichts),1
im Geroldswyl,1
B. 7. 7br. 1775,1
Bapt. den 17ten Junii 1742,1
"""an der Chreüzhalden""",1
"verkündet 10. November, getraut zu Maur",1
Ist in Krieg in Pündten zogen am 19. Sept. 1625.,1
"späterer Zusatz: ""b. 7. Febr. 1762""",1
"Zusatz ""NB.""",5
getraut im Januar in Kleinhüningen,1
"Knopfmacher (""Knopfm."")",1
sesshaft zu Laubberg,1
Röüchli,1
"zu Güntisberg (""der sich zu Güntsperg der Pfarr Wald aufhaltet"")",1
uß der Pfarr Egg,2
cogn. Tachmanns,1
"Hansen ""aus dem Lee""",1
"Heinrich Schärers, Krämers, Sohn im Hasel",1
Witwer der Anna Farner,2
"sesshaft in Feuerthalen (""allhier"")",1
zu Vollenweid,1
Antonius Fröli,1
"genannt ""der Spysinger""",1
b. 12. Apr. [17]62,1
"""Caspar Greßeli""",1
"Sie sind wegen naher Verwandtschaft zu Zürich getraut worden. Nachtrag: ""Mort. den 29. Jul. 1773.""",1
Schmieds,7
Mr. Jacoben Sohn,1
"""H. Michael Walther""",1
Maurers selgen.,1
Eintrag zwischen 24. Oktober und 28. Dezember,1
"ab dem Stupfer, der Pfarr Aügst",1
Heinrich Künzlis sel. Sohn,1
Baschian Hauwinschilt,1
"Verkünddatum. ""28. VIIIbris""",1
im 3tenb.,1
wohnhaft zu Hombrechtikon,2
Traueintrag 1633 oder 1634 (die Jahresangabe ist weggerissen),1
H. Cuntz,1
"""an der Egg""",6
späterer Zusatz: Witwer,1
"von Atlikon, der Pfarr Hinwyl",1
Lämann,1
Bapt. 10. Junii 1770,1
b. 22. Octob. 1747,1
verkündet 30. Dez. 1781,3
verkündet 30. Dez. 1783,2
"Dr. med. (""MD"")",1
verkündet 30. Dez. 1787,4
"""uffem Robanck""",1
s. Ehebuch Meilen 8. Juni 1697],1
des Stadtknechts Sohn,1
"Eltern: Matthias Nägeli sel., Elisabeth Günthard",1
"viduus. ""Ante hac ad mortem usque Adulteri in Adulterio vivens, at peccatum grave detestans, et deplorans.""",1
Christen Vögeli uß dem Ampt Thanneck,1
"getraut auf Hohentwiel (""auff Hohetwiel""), ohne Schein des Elsauer Pfarrers",1
N. 3. Febr. 1750,1
"getraut zu Zürich (""Tig. ex Licent. Sup."")",1
von Oberdorf,1
Heinrich Mettlers sel.,1
Haf. Heir.,1
"getraut zu Albisrieden, mit Dispensation wegen Verwandtschaft (""Blutsfreündschaft"") im dritten Grad",1
mit ehegerichtlichem Schein vom 13. Jan.,1
Isell,1
getraut zu Schlieren [recte Dättlikon],1
ab Than,1
Laurënz,3
"getraut zu Rümlang. [Das Ehegericht bewilligt am 8. April 1704 Herrn Hans Jakob Widmer, Pfarrer zu Kloten, und Jf. Anna Kesselring, sich in Rümlang trauen zu lassen (YY 1.192, S. 167).]",1
b. 27. März 1735,2
sesshaft zu Winterberg,1
aus dem Münchhof,1
"verkündet 14. Juli. ""Er hatt zimmlich geantwortet.""",1
Jakob Müllers sel. Sohn,4
von Ebingen usß der Pfaltz,1
Salzknecht,1
"Hans Konraden, Rebmanns zu Schaffhausen, filius",1
Jakob Reutlingers Sohn,1
"Schneider (""sartor"")",100
"""Lienhart s.""",1
nat. 2. Dez. 1766,1
"Weil es mir die Gemeynd begehrt lauth mir eingelyfferten Scheyns, das ich die Copulation dißer Leüthen fortgehen laßen möcht.",1
jung Küeffer,1
bis scortator,1
Witwer der Sara Schneiter,1
"""von Nörlingen""",1
im Müsli,6
Müller im Eigental,1
"""Sälbler""",3
getraut zu Rafz anfangs November,1
"""Leut.""",1
verkündet 3. Juni. [Die Abschrift (VIII.C. 25.) gibt als Trautag den 11. Juni.],1
Wirt zum Widder,1
prokl. 4. Mai,1
getraut zu Fällanden,60
"verkündet 1. und kop. 9. ""dito"" [kann sich nicht auf den vorangegangenen Febr. beziehen",1
"wohnhaft als Rebmann ""auf dem Riet"" bei Schaffhausen",1
bei der oberen Tanne,1
Leonhart Zeits,1
Dies Schmid bim Bach,1
Jak. dict. Bukels,1
in Geerenstöken,2
"Mr. ""Heini"" Funken des ""Kugelers"" Sohn",1
"Caspar Änderlich von Afoltern, nebend Höng",1
"gebürtig von Freiburg aus Uechtland. Proklamiert und getraut zu Meilen, nachdem sie versprochen haben, die Gemeinde weder durch sich selbst noch durch ihre Nachkommen zu beschweren.",1
"von Robenhausen, der Herrschafft Greiffensee",1
Hauptmann Hans Jakob Hotzen sel. Sohn,1
f. m. Pr.,2
"im dritten Grad verwandt und deswegen ausserhalb der Gemeinde, in Thalwil, getraut.",1
Baumeister,6
im Kelli,1
b. d. 9. Aug. 1764,1
b. 25. Febr. 1686,2
"""Albisers einiger Sohn""",1
Test. Diac. ad D. Petri.,1
Gilli,5
"Eltern: Herr Landschreiber Hans Jakob Scheuchzer, des Grossen Rats, und Frau Regula Nüscheler",1
"getraut zu Zürich (""den 18. Aug. Z."")",1
E. E. E.,1
"Wenceslaus Holland von Prag, sesshaft an der Sihlbrücke",1
getraut zu Schleitheim,3
Anton Schweitzer von Fryburg im Brißgau,1
Datum der Abmeldung der Braut.,1
"Eltern: Kaspar Wydler, Barbara Bucher",1
"Mr., Wächter auf dem Niederdörfler Turm (""Niderdorfflerthurn"")",1
Erste Trauung in der neuen Kirche,2
nat. 24. März 1779,1
Gmeind Jacoben sel,1
die Ascensionis,1
"getraut um 9 Uhr (""Cop. h. 9."")",6
"Sie sind zu Fischenthal verkündet, aber zu Rüti eingesegnet worden.",1
"Landrichters Sohn. 8 Tage nach der Hochzeit wurde offenbar, dass Schellenberg seines Vaters Magd von Langenhard geschwängert hatte. Er wurde am 25. November vor Ehegericht abgestraft.",1
Klyheini Rudis,1
"Schneider (""Sartor""). Getraut im Kirchlein Uhwiesen, da im Laufen keine Wochenpredigt gehalten wurde, weil unter den Weiberstühlen ein neuer Boden gelegt wurde.",1
von Noll,1
"getraut zu Zürich bei Sankt Peter (""Cop. Turici bey St. Peter"")",21
Henngarter,1
22 J.,2
Heinrich Ritters sel. Sohn,1
"""Peügger""",1
"Eltern: Heinrich Wuhrmann, Maurer, und Barbara Erb",2
H. Müller,1
v. Truttikon d. Pfrr. Trüllikon,1
blinden Hansen Sohn,1
von Tüffenow,1
"Ulrich ""Engeller von Hundweil löbl. Cantons Appenzell""",1
Herr Obmanns Sohn,2
Eltern: Hans Jakob Müller und Susanna Koblet,1
Herr Salomon Werdmüller Sartoris Tig.,1
Sontag nach Katrine,1
Hanns Marti,2
Diese Ehe ist aufgehebt laut Scheidbrief sub 9. Brachm. 17..,1
gehören nach Wädenswil,1
ab Bunegg,1
"""h. 10. Cop. f.""",1
Gygenheiris sel.,1
Thaman Dieterich,1
in der Looren,1
"Zehntenmann (""der Zähenmann"")",1
Ringgli,1
in der Schwelli,2
auf Bitte des Hittnauer Pfarrers in Wetzikon getraut,1
"""beim Weißen Thurn""",1
verkündet 13. Febr. (nach vorheriger Erörterung von Seiten der Obervögte und des Stillstandes),1
"""vom Rennwegler-Thor""",1
b. 4. Aug. 1745,1
in der Schwelle,1
in der Huenert,1
Jakob Peyers Sohn,1
Hauptmann,292
Pfarrer zu Sankt Margrethen,7
verkündet 7. August,3
"""testis Theophilus Häsli""",1
teste Domino Lindingero pastore,1
bapt. 16. 7br. 1759,1
"Dispensation des Zürcher Rates am 16. Februar erhalten, verbunden mit einer Busse von 35 Pfund. Herr Ratsprokurator Wirz möchte noch 5 Pfund für sie abbitten. Getraut zu Ottenbach.",1
"von Mattlikon, der Pfarr Embrach",1
"getraut zu Thalwil (""Talvillae"")",1
prokl. 29. November,1
aet. 57 Jahre,1
Test. D. D. ad Praedicatores,2
Jakob Rütschis sel. Sohn,1
Engelwirt,3
den [2]6. 9bris (folgt auf den 12. Nov.),1
ab der Syl,1
Anthoni Borruz,1
Vosters,1
aus der Speck der Pfarr Fehr-Altorf,1
Bartholome,7
"Nachtrag: ""Sunt mortui.""",1
"Untervogt, Seckelmeister und des Rats allhier",1
Ehgaumer Rudolf Bickels des Küfers Sohn,1
Müllers seligen,1
"Ehgaumers Sohn (""Eheg. Sohn"")",1
Seeders sel. StieffSohn,1
Steinmüller,1
Herrn Hauptmann Christoph Hirzels sel. Sohn,1
