hls_id,url,title,gender,starttimerange,endtimerange,timeprecision,vorname,nachname,gbdatum,tddatum,heiratsdatum,heiratspartner,text
26148,https://hls-dhs-dss.ch/de/articles/026148/,"Schinz, Heinrich",Männlich,1701–1750,1751–1800,,Heinrich,Schinz,1726-08-31,1788-01-18,1754,"Anna Barbara Meyer, Tochter des Andreas, Schreibers"," Autorin/Autor: Karin Marti-Weissenbach 31.8.1726 Zürich, 18.1.1788 Altstetten (heute Gem. Zürich), ref., von Zürich. Sohn des Hans Rudolf, Kaufmanns, und der Regula Ott. Bruder des Salomon (->). 1754 Anna Barbara Meyer, Tochter des Andreas, Schreibers. Theologiestud., 1747 Ordination in Zürich. Ab 1754 Pfarrer in Altstetten. S. publizierte 1756 zwei Predigten, ferner in der Zeitschrift ""Museum Helveticum"" theol. und philosoph. Abhandlungen in Latein. Durch seinen Briefwechsel (1752-79) mit Johann Jakob Bodmer hatte er Anteil an der spätaufklärer.-literar. Diskussion in Zürich. S. beriet Bodmer bei dessen mediävist. Publikationen und fertigte für ihn Abschriften an."
26150,https://hls-dhs-dss.ch/de/articles/026150/,"Schinz, Johann Heinrich",Männlich,1751–1800,1801–1850,,Johann Heinrich,Schinz,1761-11-14,1825-08-14,​,"1) 1789 Regula Oeri, 2) 1814 Kleophea Füssli"," Autorin/Autor: Karin Marti-Weissenbach 14.11.1761 Zürich, 14.8.1825 Glattfelden, ref., von Zürich. Sohn des Hans Kaspar, Quartierhauptmanns. ​1) 1789 Regula Oeri, 2) 1814 Kleophea Füssli. Theologiestud. in Zürich, 1784 Ordination, 1784-87 Studien in Deutschland. 1788 Prof. für Kirchengeschichte, 1789 für Hebräisch am Carolinum in Zürich. 1794 Pfarrer in Oberglatt, 1802 in Eglisau, ab 1815 in Glattfelden. 1798-1802 Schulinspektor, 1807-25 Dekan des Eglisauer Kapitels. S. verfasste 1807 zuhanden der Kirchenpflege einen Bericht über das Armenwesen der vom Krieg schwer heimgesuchten Gem. Eglisau. Daraufhin wurde allwöchentlich eine Sammlung für die Gemeindearmen durchgeführt."
26149,https://hls-dhs-dss.ch/de/articles/026149/,"Schinz, Johann Heinrich",Männlich,1701–1750,1751–1800,,Johann Heinrich,Schinz,1725-09-18,1800-04-12,1760,"Esperantia Claudia von Salis-Maienfeld, Tochter des Karl Paul Dietegen, Obersten in holländ"," Autorin/Autor: Karin Marti-Weissenbach 18.9.1725 Zürich, 12.4.1800 Zürich, ref., von Zürich. Sohn des Hans Kaspar, Kaufmanns, Fabrikanten und Obervogts von Weinfelden, und der Anna Hirzel. Schwager des Johann Kaspar Lavater. 1760 Esperantia Claudia von Salis-Maienfeld, Tochter des Karl Paul Dietegen, Obersten in holländ. Diensten. Übernahme des väterl. Handelshauses zusammen mit einem Bruder. 1762 Zürcher Grossrat, 1763 Mitglied des Kaufmänn. Direktoriums, 1767 Salzdirektor, 1783 Kleinrat und Zeugherr, 1799 Mitglied der Interimsregierung. S. publizierte den methodisch und quellenkritisch bedeutenden ""Versuch einer Geschichte der Handelschaft der Stadt und Landschaft Zürich"" (1763) sowie hist. Arbeiten in Johann Heinrich Füsslis ""Schweitzerischem Museum"". Ein Manuskript von S. liegt Heinrich Meyers ""Die ältesten Münzen von Zürich oder Zürichs Münzgeschichte im MA"" (1840) zugrunde."
25887,https://hls-dhs-dss.ch/de/articles/025887/,"Dürsteler, Erhard",Männlich,1651–1700,1751–1800,,Erhard,Dürsteler,1678-05-15,,​,"1) 1702 Anna Heidegger, Tochter des Hans Kaspar, Pfarrers in Volketswil, 2) 1706 Anna Maria Hirth, Tochter des Kaspar, Leutnants, 3) 1721 Anna Nötzli, Tochter des Hans Ulrich, Leutnants"," Autorin/Autor: Karin Marti-Weissenbach 15.5.1678 Bülach, Februar 1766 Zürich, ref., von Zürich. Sohn des Hans Rudolf, Pfarrers. ​1) 1702 Anna Heidegger, Tochter des Hans Kaspar, Pfarrers in Volketswil, 2) 1706 Anna Maria Hirth, Tochter des Kaspar, Leutnants, 3) 1721 Anna Nötzli, Tochter des Hans Ulrich, Leutnants. Theologiestud. in Zürich, 1701 Examen. Im selben Jahr Reise nach Rom. 1706-22 Pfarrer in Erlenbach (ZH), 1723-37 in Horgen, ab 1738 Notar des Pfarrkapitels. Wegen Ehebruchs musste D. 1741 die Pfarrstelle aufgeben und zog nach Zürich. Er sammelte und kopierte Urkunden und andere Handschriften zur Schweizer Geschichte und widmete sich der Genealogie (""Stemmatologia Tigurina""). Wichtigstes Werk unter seinen 70 Manuskriptbänden ist die Beschreibung des Toggenburger Handels 1699-1759 (10 Bde.)."
25889,https://hls-dhs-dss.ch/de/articles/025889/,"Eberhard, Philipp",Männlich,1551–1600,1601–1650,,Philipp,Eberhard,1563-06-12,,1597,Anna Brändli," Autorin/Autor: Karin Marti-Weissenbach 12.6.1563 Zürich, Mai 1627 Zürich, ref., von Zürich. Sohn des Thomas, Zunftmeisters zu Schmieden. 1597 Anna Brändli. Steinmetz und Stadtdachdecker. 1598 Zünfter zu Zimmerleuten, 1607 Zünfter zu Kämbel. 1602 publizierte er zusammen mit seinem Freund Leonhard Zubler einen ""Kurzen Bericht"" über ein trigonometr. Messgerät, dessen Konstruktion offenbar von E. angeregt worden war, ebenso wie diejenige eines Zeichentischs. 1616 erschien von ihm die ""Erklärung dreyer fürnehmer Mathematischer Kunststucken"" (darunter eine Vereinfachung beim Richten von Geschützen). Daneben entwickelte er sehr leichte, mit Leder und Stoff umwickelte Geschütze, sog. Lederkanonen, wie sie von Kg. Gustav Adolf I. eingesetzt wurden."
25932,https://hls-dhs-dss.ch/de/articles/025932/,"Feer, Johannes",Männlich,1751–1800,1801–1850,,Johannes,Feer,1763-01-03,1823-09-14,1790,"Regula Wiser, Tochter des David, Dekans"," Autorin/Autor: Karin Marti-Weissenbach 3.1.1763 Rheineck, 14.9.1823 Zürich, ref., von Zürich. Sohn des Johannes, Pfarrers, und der Barbara Vögeli. 1790 Regula Wiser, Tochter des David, Dekans. 1777 mehrmonatige Studien bei Christoph Jetzler in Schaffhausen. 1783-86 Bildungsreise durch dt. und franz. Städte. Danach staatl. Anstellung in Zürich als Ingenieur. Privatunterricht in angewandter Mathematik und Astronomie, aktives Mitglied der Zürcher Mathemat.-militär. und der Naturforschenden Gesellschaft. 1796 Kartografierung des Rheintals, die wegen ihrer trigonometr. Genauigkeit wegweisend war. 1798-1805 Bauinspektor des Hzg. von Sachsen-Meiningen. Als Ingenieur und Fortifikationsdirektor von der Stadt Zürich zurückberufen. 1807 Nivellement vom Walensee bis zum Zürichsee als Vorarbeit zur Linthkorrektion. 1809 führte F. die auf seiner Basismessung im Sihlfeld von 1794-97 beruhende Triangulation der Nordostschweiz durch."
26008,https://hls-dhs-dss.ch/de/articles/026008/,"Hurter, Leonhard",Männlich,1651–1700,1701–1750,,Leonhard,Hurter,1678-06-09,1733-01-10,​,"1) 1708 Elisabeth Kupp, 2) 1723 Anna Maria Deggeler"," Autorin/Autor: Karin Marti-Weissenbach 9.6.1678 Andelfingen, 10.1.1733 Schaffhausen, ref., von Schaffhausen. Sohn des Melchior, Pfarrers. ​1) 1708 Elisabeth Kupp, 2) 1723 Anna Maria Deggeler. Medizinstud. in Tübingen, 1709 Promotion. 1711 Feldarzt der königl.-sächs. Armee. Danach Arzt in Rheinau, St. Blasien und in der Garnison am Hohentwiel. Als Hof- und Leibarzt der Herren von Meersburg und Messkirch unternahm H. mehrere Reisen nach Wien. Er war Leibarzt des Hzg. von Württemberg und ab 1716 Stadtarzt von Schaffhausen. Als Mitglied der Leopoldina in Wien publizierte H. seine Beobachtungen über eine Bauchgeschwulst (""de hydrope tympanite"") in den ""Academiae Caesareo-Leopoldinae Naturae Curiosorum ephemerides [...]"" (Centuria I und II, 1712)."
26033,https://hls-dhs-dss.ch/de/articles/026033/,"Lanz, Andreas",Männlich,1701–1750,1801–1850,,Andreas,Lanz,,1803-06-05,​,"Barbara Märki, von Mandach"," Autorin/Autor: Karin Marti-Weissenbach um 1740 Rohrbach, 5.6.1803 Bern, ref., von Rohrbach. ​Barbara Märki, von Mandach. L. verbrachte seine Jugend offenbar im Kt. Zürich, wo er erste Vermessungsarbeiten durchführte und Pläne zeichnete. In den 1770er Jahren kam er nach Bern. Hier machte er sich als Geometer und, zusammen mit Johann Anton Wyss, als Reorganisator der Berner Pulverfabrikation einen Namen. 1783 war er Leiter der von ihm angeregten Artillerieschule. Die Ausführung seines im selben Jahr im Auftrag der Tagsatzung ausgearbeiteten Projekts zur Korrektion der Linth zwischen Näfels und Ziegelbrücke wurde erst 1804 beschlossen. 1787 wurde L. zum Hauptmann ernannt. Ab 1798 leitete er gemeinsam mit Wyss das helvet. Zeughaus in Bern."
26058,https://hls-dhs-dss.ch/de/articles/026058/,"Maurer, Abraham",Männlich,1551–1600,1651–1700,,Abraham,Maurer,1590-02-12,1679-07-20,1615,Elisabeth Ott," Autorin/Autor: Karin Marti-Weissenbach 12.2.1590 Wiesendangen, 20.7.1679 Buchs (ZH), ref., von Zürich. Sohn des Johannes, Pfarrers und Mathematikers. 1615 Elisabeth Ott. Neben dem Theologiestud. Unterricht in Mathematik und Astronomie bei Burkhard Leemann in Zürich. Studienreise nach Deutschland. 1613 Verteidigung einer Dissertation mit 47 Thesen über den Blitz (""De fulmine"") in Heidelberg. 1615 Ordination in Zürich. 1616 Pfarrer in Volketswil, ab 1618 in Buchs. 1661 Dekan des Regensberger Kapitels. 1667 versuchte M. vergeblich, sich von diesem Amt zu entlasten."
26083,https://hls-dhs-dss.ch/de/articles/026083/,"Nüscheler, Felix",Männlich,1701–1750,1801–1850,,Felix,Nüscheler,1738-12-10,1816-10-09,1762,"Regula Hirzel, Tochter des Heinrich, Zunftmeisters"," Autorin/Autor: Karin Marti-Weissenbach 10.12.1738 Zürich, 9.10.1816 Zürich, ref., von Zürich. Sohn des Leonhard, Zwölfers der Saffranzunft. 1762 Regula Hirzel, Tochter des Heinrich, Zunftmeisters. Theologiestud., ab 1764 akadem. Laufbahn in Zürich. 1789 Theologieprof. und Chorherr. N. publizierte neben einigen akadem. Schriften auch dt. Übersetzungen lat., griech. und engl. Werke, u.a. von Juvenal (""Zehnte Satire"" 1768), Plutarch (""Auserlesene Moral. Schriften von Plutarch"" 1768-74), William Collins (""Oriental. Eclogen"" 1770) und Euripides (""Helena in Aegypten"" 1780), sowie Biografien z.B. über Ulrich Zwingli (""Magister Ulrich Zwingli"" 1776). N. arbeitete am ""Leipziger Musenalmanach"" mit. Zwei seiner Gedichte fanden Eingang in Johannes Bürklis ""Schweiz. Blumenlese"" (1, 1780; 2, 1781)."
26086,https://hls-dhs-dss.ch/de/articles/026086/,"Ott, Johann Rudolf",Männlich,1601–1650,1701–1750,,Johann Rudolf,Ott,1642-12-01,1716-10-04,​,"1) 1671 Esther Hess, Tochter des Hans Rudolf, Zwölfers zum Kämbel, Zeugherrn und Examinators, 2) 1677 Beatrix Orell, Tochter des Felix, 3) 1698 Anna Corrodi"," Autorin/Autor: Karin Marti-Weissenbach 1.12.1642 Henggart, 4.10.1716 Zürich, ref., von Zürich. Sohn des Hans Heinrich, Pfarrers, und der Anna Tommann. ​1) 1671 Esther Hess, Tochter des Hans Rudolf, Zwölfers zum Kämbel, Zeugherrn und Examinators, 2) 1677 Beatrix Orell, Tochter des Felix, 3) 1698 Anna Corrodi. Erste Studien in Zürich. Über O.s Studienaufenthalte 1663 in Heidelberg, 1664 in Steinfurt, 1665 in Hamm sowie 1668 in Kassel und Marburg mit anschliessender Reise durch Holland, England und Frankreich geben 33 Briefe an seinen Bruder Johann Heinrich Auskunft (Bibliothek des Franz. Spitals La Providence, Horsham, Sussex). 1670 kehrte er nach Zürich zurück, wurde zuerst Prediger im Waisenhaus Oetenbach, dann 1680 Prof. der Ethik, 1682 auch der Geschichte und 1695 der Philosophie. 1695 wurde er Chorherr, 1701 Schulherr. Ausser dem Werk ""Logicae doctrinae compendium"" (1708) publizierte O. v.a. philosoph. Disputationsschriften."
26085,https://hls-dhs-dss.ch/de/articles/026085/,"Ott, Johann Jakob",Männlich,1701–1750,1751–1800,,Johann Jakob,Ott,,1769-11-18,1737,"Anna Gossweiler, verwitwete Escher"," Autorin/Autor: Karin Marti-Weissenbach 19.3.1715 Zürich, 18.11.1769 Zürich, ref., von Zürich. Sohn des Felix, Kaufmanns, und der Dorothea Werdmüller. 1737 Anna Gossweiler, verwitwete Escher. Schüler Johannes Gessners. 1747 Mitgründer der Naturforschenden Gesellschaft, erster Vorsitzender der 1759 aus ihr hervorgegangenen Ökonom. Kommission. 1754 kaufte O. einen Hof in Wipkingen, den er als Mustergut bewirtschaftete. Er förderte die Verbreitung der Kartoffel und verfasste 1763 die Schrift ""Dendrologia Europae mediae, oder, Saat, Pflanzung, und Gebrauch des Holzes"". Johann Heinrich Lambert regte ihn zu mehrjährigen Messungen der Bodentemperaturen in versch. Tiefen an. O. war nicht nur Kaufmann, Agronom und Botaniker, er beschäftigte sich auch mit Theorie und Praxis der Musik. 1747 komponierte er das Oratorium ""Lobgesang auf die vier Jahreszeiten"" nach Gedichten des schott. Schriftstellers James Thomson."
26108,https://hls-dhs-dss.ch/de/articles/026108/,"Rahn, Heinrich",Männlich,1701–1750,1801–1850,,Heinrich,Rahn,1744-04-01,1819-10-15,​,"1) 1776 Esther Cramer, Tochter des Jakob, Grossrats, 2) 1781 Küngolt Fäsi, Tochter des Heinrich, Hauptmanns"," Autorin/Autor: Karin Marti-Weissenbach 1.4.1744 Schwamendingen (heute Gem. Zürich), 15.10.1819 Frauenfeld, ref., von Zürich. Sohn des Dietrich, Pfarrers, und der Anna Barbara Meyer. ​1) 1776 Esther Cramer, Tochter des Jakob, Grossrats, 2) 1781 Küngolt Fäsi, Tochter des Heinrich, Hauptmanns. Theologiestud. am Carolinum in Zürich. 1764 Ordination. 1764-76 Hauslehrer in Stein am Rhein. 1776 Pfarrer von Sulgen, Berg (TG) und Erlen. R. arbeitete über 2'500 Predigten aus. Die 1782 von ihm angelegten Gemeinderödel von Sulgen, Berg und Erlen versah er mit Karten, auf denen sämtl. Häuser sowie weitere Einzelheiten angegeben sind. 1800 wurde er vom helvet. Direktorium nach Weinfelden versetzt. R. trat die Stelle jedoch nicht an, weil die Gem. aus Protest gegen das helvet. Direktorium einen anderen Pfarrer wählte. Im gleichen Jahr wurde R. Pfarrer von Aawangen und Schulinspektor des Distrikts Frauenfeld. 1805 Notar, 1811 Kämmerer des Frauenfelder Kapitels."
26109,https://hls-dhs-dss.ch/de/articles/026109/,"Rahn, Johann Heinrich",Männlich,1601–1650,1701–1750,,Johann Heinrich,Rahn,1646-03-29,1708-09-26,1688,"Elisabetha Werdmüller zum Christoffel, Tochter des Heinrich"," Autorin/Autor: Karin Marti-Weissenbach 29.3.1646 Zürich, 26.9.1708 Zürich, ref., von Zürich. Sohn des Hans Heinrich ->. 1688 Elisabetha Werdmüller zum Christoffel, Tochter des Heinrich. Lateinschule in Zürich, 1660-61 in Heidelberg. 1661-63 Rechtsstud. in Burgsteinfurt (Westfalen). 1664-66 Reise durch die Niederlande und Frankreich, Aufenthalt in Strassburg. 1666 Bibliothekar der Bürgerbibliothek Zürich. 1667 Dissertation über das Asylrecht (ius supplicum). 1668 Grossrat, 1676 Eintritt in die Stadtkanzlei, 1687-89 Stadtschreiber, 1689 Ratsherr der freien Wahl, 1696 eidg. Landvogt in Baden und Seckelmeister von Zürich, 1706 Salzdirektor. R. wurde mit zahlreichen diplomat. Missionen betraut. Seine methodisch schwache ""Eidtgenöss. Geschicht-Beschreibung"", die 1690 nach umfangreichen Vorarbeiten in den Jahren 1666-79 in Annalenform erschien, wurde mit grossem Beifall aufgenommen. 1679 Mitgründer des Collegium Insulanum."
26110,https://hls-dhs-dss.ch/de/articles/026110/,"Rahn, Johann Heinrich",Männlich,1701–1750,1751–1800,,Johann Heinrich,Rahn,,1786-03-03,1733,"Elisabetha Hirzel, Tochter des Salomon, Fraumünsteramtmanns"," Autorin/Autor: Karin Marti-Weissenbach 24.3.1709 Ottenbach, 3.3.1786 Zürich, ref., von Zürich. Sohn des Hans Konrad, Pfarrers, und der Katharina Zundel. 1733 Elisabetha Hirzel, Tochter des Salomon, Fraumünsteramtmanns. Carolinum in Zürich, 1728-32 Medizinstud. in Strassburg, Halle, Berlin und Leiden, dort 1732 Dr. med. mit der Dissertation ""De arcano tartari"" (Das Geheimnis des Todes). Chirurg. Ausbildung in London. Über Paris Rückkehr nach Zürich. Eröffnung einer Arztpraxis. 1742 Grossrat, 1748 Ratsherr, 1749-83 Sanitätsrat, 1753-66 Obervogt von Erlenbach, ab 1755 auch Pfleger des Grossmünsterstifts. Als Sanitätsrat setzte R. wichtige Massnahmen zur Verbesserung der Volksgesundheit durch. Er gehörte 1745 zu den Gründern der Physikal. Gesellschaft und förderte das medizin.-chirurg. Institut. Er fertigte 1761-78 eine Fruchtbarkeits- und Sterblichkeitsstatistik der Zürcher Bevölkerung an."
25862,https://hls-dhs-dss.ch/de/articles/025862/,"Breitinger, David",Männlich,1751–1800,1801–1850,,David,Breitinger,1763-05-28,1834-03-23,1788,"Küngolt Meyer, Tochter des Hans Kaspar, Zunftmeisters"," Autorin/Autor: Karin Marti-Weissenbach 28.5.1763 Fehraltorf, 23.3.1834 Zürich, ref., von Zürich. Sohn des David (->). 1788 Küngolt Meyer, Tochter des Hans Kaspar, Zunftmeisters. Stud. an der Kunstschule in Zürich. Zweijährige Ausbildung zum Feinmechaniker in Strassburg und Aufenthalt in London. 1787 Einrichtung einer Werkstätte in Zürich. B.s Arbeit war sehr geschätzt: Er konstruierte für Ingenieur Johannes Feer Instrumente, v.a. für die Basismessungen im Sihlfeld 1794-97, an denen er selbst teilnahm. Weitere Apparate schuf er für Johann Rudolf Meyer in Aarau. Ab 1789 Inspektor der Artillerie. 1803-26 Zeugherr, 1803-30 Mitglied des Gr. Rats. 1804 gab B. einen ""Plan de la ville et des environs de Zurich"" heraus, der v.a. die Kriegshandlungen zwischen Österreichern und Franzosen während den Schlachten bei Zürich von 1799 veranschaulichen sollte."
25937,https://hls-dhs-dss.ch/de/articles/025937/,"Füssli, Johann Kaspar",Männlich,1701–1750,1751–1800,,Johann Kaspar,Füssli,1743-03-09,1786-05-04,​,"1) 1770 Verena Störi, von Glarus, 2) 1774 Anna Elisabeth Kilchsperger, Tochter des Hans Jakob, Kaufmanns","     Raupe, Puppe und Schmetterling. Radierung im Verzeichnis der ihm bekannten Schweitzerischen Inseckten, das 1775 in Zürich veröffentlicht wurde (Zentralbibliothek Zürich). Autorin/Autor: Karin Marti-Weissenbach 9.3.1743 Zürich, 4.5.1786 Winterthur, ref., von Zürich. Sohn des Johann Caspar (->). ​1) 1770 Verena Störi, von Glarus, 2) 1774 Anna Elisabeth Kilchsperger, Tochter des Hans Jakob, Kaufmanns. Lernte wahrscheinlich bei seinem Vater zeichnen und malen, spezialisierte sich dann auf die Darstellung von Pflanzen und Insekten. Letztere sammelte und studierte er mit wissenschaftl. Interesse. 1775 publizierte er ein ""Verzeichnis der ihm bekannten Schweitzerischen Inseckten"", 1778-79 das zweibändige ""Magazin für die Liebhaber der Entomologie"" und 1781-86 das ""Neue Magazin für Liebhaber der Entomologie"". Zeichenlehrer am Zürcher Waisenhaus, später Buchhändler."
25935,https://hls-dhs-dss.ch/de/articles/025935/,"Fries, Johann Heinrich",Männlich,1601–1650,1701–1750,,Johann Heinrich,Fries,1639-07-01,1718-08-21,​,"1) 1674 Dorothea Berger, Tochter des Johannes, Ratsherrn, 2) 1680 Anna von Wyss, Tochter des David, Junkers"," Autorin/Autor: Karin Marti-Weissenbach 1.7.1639 Hinwil, 21.8.1718 Zürich, ref., von Zürich. Sohn des Hans Heinrich, Pfarrers. ​1) 1674 Dorothea Berger, Tochter des Johannes, Ratsherrn, 2) 1680 Anna von Wyss, Tochter des David, Junkers. Theologiestud. in Heidelberg und Hamm (Westfalen) von spätestens 1659 bis mindestens 1670; 1672 in Zürich ordiniert. 1676 Prof. für Katechese, 1684 für Sprachen am Collegium Humanitatis. Zusätzlich 1682 Rhetorikprof. am Zürcher Carolinum. 1684 Chorherr. Publizierte u.a. theol. Streitschriften, darunter 1686 eine zugunsten des reformiert gewordenen ehemaligen St. Galler Mönchs Johann Heidelberger. 1701 wandte er sich gegen dessen Rückkehr zum Katholizismus. Ab 1683 führte F. ein Wetterjournal."
25938,https://hls-dhs-dss.ch/de/articles/025938/,"Füssli, Johann Konrad",Männlich,1701–1750,1751–1800,,Johann Konrad,Füssli,1704-08-12,1775-06-27,,," Autorin/Autor: Karin Marti-Weissenbach 12.8.1704 Oberwetz (Hessen), 27.6.1775 Veltheim (heute Gem. Winterthur), ref., von Zürich. Sohn des Johann Melchior, Pfarrers in Lübeck und Wetzlar. Ledig. Jesuitenkollegium in Wetzlar, 1718-26 Theologiestud. in Zürich. 1725-31 Hauslehrer in Eglisau. Ab 1742 Pfarrer in Veltheim. Kämmerer des Kapitels Winterthur. Die geschäftl. Verbindungen mit der Druckerei und Buchhandlung Orell & Co. begünstigten F.s eigene wissenschaftl. Schriftstellerei. Er publizierte und edierte zahlreiche Schriften zur Kirchen- und Schweizergeschichte, so u.a. 1741-53 die fünfbändigen ""Beyträge zur Erläuterung der Kirchen-Reformations-Geschichten des Schweitzer-Lands"", 1770-74 die dreibändige ""Unpartheyische Kirchen- und Ketzerhistorie der mittlern Zeit"" und 1770-72 in vier Bänden die ""Staats- und Erdbeschreibung der schweizerischen Eidgenossschaft"". Letztere bezieht sich in beissender Polemik durchgängig auf Johann Konrad Fäsis fast gleichnamiges Werk, wobei F. die hist. Aspekte stärker betont. Als engagierter Gelehrter attackierte er den Aufklärer Johann Jakob Breitinger scharf. F. war indes unbestritten ein verdienstvoller Historiker, dazu als Erzieher und Verbesserer der Landwirtschaft selbst von aufklärer. Gedankengut beeinflusst."
25953,https://hls-dhs-dss.ch/de/articles/025953/,"Goldschmid, Johann Jakob",Männlich,1701–1750,1751–1800,,Johann Jakob,Goldschmid,1715-04-25,1769-11-13,​,"1) 1740 Anna Magdalena Schellenberg, Tochter eines Gerbermeisters, 2) 1743 Anna Barbara Künzli, Tochter des Melchior, Buchbinders"," Autorin/Autor: Karin Marti-Weissenbach 25.4.1715 Winterthur, 13.11.1769 Winterthur, ref., von Winterthur. Sohn des Hans Kaspar, Rotgerbers. ​1) 1740 Anna Magdalena Schellenberg, Tochter eines Gerbermeisters, 2) 1743 Anna Barbara Künzli, Tochter des Melchior, Buchbinders. G. war ein wohlhabender Gerbermeister, der als naturkundlich interessierter Jäger 140 Vögel, die er zwischen 1740 und 1757 geschossen hatte, von Johann Ulrich und Johann Rudolf Schellenberg sowie von Anton Graf malen liess. 1749 sass G. im Gr., 1762 im Kl. Rat Winterthurs, 1763 war er Bauherr. In den letzten zwölf Lebensjahren trat er mit Unterstützung von Pfarrer Johann Jakob Meier als rastloser Sammler und Kopist von Urkunden und anderen Manuskripten zur Schweizer und Winterthurer Geschichte hervor. Seine Winterthurer Chroniken überarbeitete, berichtigte und ergänzte er laufend."
26127,https://hls-dhs-dss.ch/de/articles/026127/,"Römer, Johann Jakob",Männlich,1751–1800,1801–1850,,Johann Jakob,Römer,1763-01-08,1819-01-15,1788,"Johanna Luise Schweizer, Tochter des Heinrich, Müllers"," Autorin/Autor: Karin Marti-Weissenbach 8.1.1763 Zürich, 15.1.1819 Zürich, ref., von Zürich. Sohn des Heinrich, Waagmeisters, und der Susanna von Orelli. 1788 Johanna Luise Schweizer, Tochter des Heinrich, Müllers. Ab 1780 Kaufmannslehre in Bergamo, ab ca. 1783 Medizinstud. in Zürich, ab 1785 in Göttingen, dort 1786 Dr. med. 1787-98 und 1804-19 Lehrer am medizin.-chirurg. Institut in Zürich, zudem einige Zeit Arzt am städt. Siechenhaus. Während der Helvetik u.a. Mitglied des Sanitätsrats. 1797-1819 amtierte R. als Direktor des botan. Gartens, dem er dank ausgedehnter wissenschaftl. Beziehungen zu neuem Aufschwung verhalf. R. besass ein Herbar von 14'000 Spezies. Er gab einige Periodica heraus, so das ""Magazin für die Botanik"" (1787-90, mit Paul Usteri) und die ""Annalen der Geburtshülfe, der Frauenzimmer- und Kinderkrankheiten"" (1793-94), übersetzte medizin. und botan. Werke und verfasste wissenschaftl. Publikationen."
26156,https://hls-dhs-dss.ch/de/articles/026156/,"Schmutz, Johann Kaspar",Männlich,1601–1650,1651–1700,,Johann Kaspar,Schmutz,1624-02-05,1686-09-26,​,1) 1651 Dorothea Wegmann ," Autorin/Autor: Karin Marti-Weissenbach 5.2.1624 Zürich, 26.9.1686 Regensberg, ref., von Zürich. Sohn des Hans, wahrscheinlich Schuhmachers. ​1) 1651 Dorothea Wegmann (1675), 2) nach 1676 Esther Holzhalb, Witwe des Heinrich Schmidli. Theologiestud. am Carolinum in Zürich, 1644 Ordination. Ab 1650 Stellvertreter seines Onkels Heinrich Boller, Pfarrers in Regensberg, ab 1658 dessen Nachfolger. Seit seiner Jugend der Mathematik zugetan, betätigte sich S. nebenbei als Feldvermesser und Optiker. Als einer der ersten Schweizer verfertigte er Fernrohre; diese fanden auch im Ausland Abnehmer. 1663 schenkte er dem Zürcher Rat ein Fernrohr von fast 4 m Länge, an dem er mehrere Jahre gearbeitet hatte. S. nutzte seine Geräte auch selbst für astronom. Beobachtungen."
26153,https://hls-dhs-dss.ch/de/articles/026153/,"Schinz, Salomon",Männlich,1701–1750,1751–1800,,Salomon,Schinz,1734-01-26,1784-05-26,1757,"(?) Magdalena Gessner, Tochter des Arztes Christoph"," Autorin/Autor: Hubert Steinke 26.1.1734 Zürich, 26.5.1784 Zürich, ref., von Zürich. Sohn des Hans Rudolf, Kaufmanns, und der Regula Ott. Bruder des Heinrich (->). 1757 (?) Magdalena Gessner, Tochter des Arztes Christoph. 1756 Dr. med. der Univ. Leiden. Prakt. Arzt in Zürich, 1762-71 im Krankenhaus an der Spanweid und ab 1771 im Waisenhaus tätig. Ab 1771 Grossrat. 1778-84 Prof. der Physik und Mathematik am Carolinum und Chorherr (Nachfolger seines früheren Lehrers Johannes Gessner). 1759-78 Sekr. der physikal.-ökonom. Gesellschaft Zürich. S. setzte sich für die Inokulation gegen Pocken (Variolation) und den botan. Garten Zürich ein. 1782 Mitgründer des medizin.-chirurg. Instituts. Verfasser verschiedener medizin., botan. und naturwiss. Schriften, z.B. der ""Anleitung zu der Pflanzenkenntniss und derselben nützl. Anwendung"" (1774), sowie der Beschreibung einer ""Reise auf den Uetliberg"" (1775, Neuausgabe 1978)."
26179,https://hls-dhs-dss.ch/de/articles/026179/,"Steiner, Ludwig",Männlich,1701–1750,1751–1800,,Ludwig,Steiner,1711-01-01,1779-03-16,1739,"in Neuwied (Rheinland-Pfalz) Emerentiana Freytag, Tochter des Heinrich, Arztes und Chirurgen"," Autorin/Autor: Karin Marti-Weissenbach 1.1.1711 Zürich, 16.3.1779 Zürich, ref., von Zürich. Sohn des Johann Ludwig, Stadttrompeters, und der Anna Margaretha Knecht. 1739 in Neuwied (Rheinland-Pfalz) Emerentiana Freytag, Tochter des Heinrich, Arztes und Chirurgen. S. wandte sich trotz seiner musikal. Begabung schon früh den mechan. Künsten zu. Er wurde Uhrmacher und weilte ab 1731 in London. Später arbeitete er vermutlich in Neuwied in der bedeutenden Uhrmacherwerkstatt Christian Kintzings. 1744 publizierte S. in Zürich die ""Hundert Artickul [...]"", ein umfangreiches, mit Kupfertafeln illustriertes Werk, das naturwissenschaftl. Erkenntnisse in populärer Art vermittelte, wobei S. sich ausdrücklich auch an Frauen wandte. Es folgten kleine Schriften zur Optik (1748 über Mikroskope, 1765 über Fernrohre) und über Obst- und Stoffpressen (1758), jeweils mit Anleitungen zu deren Herstellung."
