Info,Anzahl
Farner,1
Casp. Sigristen Tochter,1
deflorata à sponso,1
Bapt. 9. Merz 1769,1
bapt. den 3. Mey 1722,1
von Rap-Schwiehr auß dem Elßaß [Ribeauvillé],1
nata den 27. Jul. 1679,1
b. d. 3. Jul. [1]757 zu Gachlingen [Gachnang],1
Herrn Quartierhauptmanns Tochter,1
"""von Rieth der Gem. Nefftenb.""",1
"Eltern: Heinrich Mettler, Anna Maria Theiler",1
Eltern: Salomon Peter und Elisabeth Hofmann,1
von Gundetschweil aus dem Bernergebiet Lenzburgeramts,1
"v. Würenlos, d. Pfarr Ottelfingen",1
"Heinrich Hotzen sel. einzige Tochter, neben zwei Brüdern",1
ohne Kranz. Sie wurden vom Ehegericht abgestraft.,1
"""von Bligetschweil""",1
Nachtrag: + 1789,2
bapt. d. 16°. Xbr. 1708,1
"Kaspars sel. ""aus'm Sädel"" Tochter",1
b. den 19ten August. 1719,1
nat. 28. Junii 1687,1
bapt. 12. 7tbrs. A. [17]54,1
Eheg. Hs. Heiris sel. Tocht.,1
"Heinrich Ritters sel. ""ab dem U. Raadh. v. Marth."" Tochter",1
Daviden sel. Tochter,1
"von Hagenbuch, der Pfarr Aadorff",1
b. 7. Maii 1713,1
"Herrn Ratsherrn sel. Tochter ""aus der Neüstatt""",1
Jf. [Die Abschrift (VIII.C. 25.) nennt sie Anna Katharina Waser.],1
b. 4. Febr. 1716,1
aus dem Helberg,1
[get.] den 9. Jenner 1752,1
kein Hinweis in Bülach auf die Trauung in Zürich.],1
"B. zu Horgen, d. 1. Mart. 1716",1
Heinrich Murers Schultheßen Tochter ab Regensperg,1
Regenspurg,1
Hans Albrechten sel. (Müllers) Tochter,1
"Adli Frey, Josefen",1
Baptiz. den 12ten Aug. 1740,1
Eva Ritzin,1
Wasenwyler by Fryburg im Brißgäw,1
bapt. 8. Mai. 1746,1
bapt. 17. Mey 1754,1
Elsbeth Balmer von Lachen,1
"Nachtrag: ""Mort. den 22. Xbr. 1768.""",1
v. Safenweyl der Gemeind/Pfarr Kölliken im Bern Gebiet,1
b. d. 21. 9br. 1758,1
"uß der Pffarr Hußen [Ossingen], gravida",1
Samstags,1
"Sie hatte zuvor einen Proselyten zur Ehe, der aber vor 3 Jahren zu Wald starb und begraben wurde.",1
Merier,1
b. d. 21. 9br. 1751,1
"b. den 2. Merz, 1761",1
Nata den 12. Jun. 1692,1
bapt. 1. Jan. 1697,1
b. d. 4ten 9br. 1735,1
[bapt.] d. 5. Aug. 1723,1
teste Domino Decano Balbero,3
Brunnenschwyleri,1
Marx Wolfen des Schärers sel. Tochter,1
nat. 20. Jun. [1]762,1
b. den 19. Mertz 1702 zu Glattfelden,1
baptiz. d. 2. 9br. 1727,1
"""Fil[ia]. past[oris]. l[oci].""",1
Entlassung am 4. Nov. im 28. Jahr ihres Alters,1
baptiz. d. 5. Jenner 1744,1
N. den 27. 7br. 1720,1
26 J.,5
b. 13. Sept. 1774,1
rog. D. Diac. ad S. Sp.,1
"""aus dem Tillihaus""",1
Anna Harder von Gachlingen,1
baptizata den 6. April 1721,1
geboren den 26. Febr. 1693,1
b. 18. Dez. 1777,1
Rüggis Altorf,1
nat. 13. 8br. 1744,1
v. Poppelzen der Pfr. Ottelfingen,1
N. 25. Nov. 1770,1
bapt. 7. Febr. 1727,1
"nat. 1. Jan. 1730, ""dermahlen"" zu Büsingen wohnhaft",1
bapt. 7. Febr. 1723,1
"Eltern: Konrad Widmer, Anna Haas",1
N. 5. Febr. 1758,1
"bapt. 1692, 22. 9br.",1
"""ab der Hündin der Pfr. Thalw.""",1
nata den 8ten 7bris 1748,1
Taufe des ersten Kindes am 25. Jan. 1784,1
Witwe des Herrn Pfarrer Zeller beim Grossmünster,1
Weibels sel. Witwe,1
"Eltern: Jakob Bollinger, Magdalena Würtenberger. Nachtrag: Diese Bollingerin verehelichte sich nach dem Absterben Singers mit Jakob Messmer von Dörflingen.",1
Witwe des Kaspar Scheller,1
"alt Ehgaumer Heinrich Weissen ""gnt. Sennen"" Tochter",1
"""von Affholtern bey Höngg""",6
Mr. Konrad Reutlingers des Schuhmachers Tochter,1
Benedicta Morin von Morsee,1
Mr. Franz Hönggers des Weissgerbers Tochter,1
"Eltern: Johannes Iringer sel., Elisabeth (""Lis."") Baumann sel.",1
v. der Sak,1
Anna Margr. Consè aus dem Berner Gebieth,1
secundo,1
Rudolf Zehnders Tochter,1
"Nachtrag: ""marita 2a vice nach Bewangen an Jacob Huggenberger, Gachlinger Gemeind""",1
Wunderlich,3
Das Br[aut]g[e]lt. hat Kirchenpfleger.,1
Ps. 128,2
Ps. 127,1
"""von Moß der Pfr. Oberwinterthur""",1
"v. Dachsen, der Pfrr. L[aufen].",1
Ps. 121,3
bapt. d. 22. Jun. 1723,1
bapt. d. 7. April. 1749,1
Mr. Adamen des Zimmermanns Tochter,1
bapt. 18. Oct. 1750,1
b. 22. Xbr. 1734,1
"nata 1724, 18. Maji",1
Eltern: Alt Ehgaumer Hans Jakob Morf und Ursula Weilenmann,1
"Anna Maria Lëslerin von Urluffen""",1
"""Virg. vit.""",2
auß dem Oügster Thal,1
"""ex Tillihaus""",1
von Unterschottiken Pfarr Ellg,1
Vater: Kilian Baur,1
Auf Anhalten des Bubiker Pfarrers kopuliert bei einem samstäglichen Morgengebet.,1
n. 21. Febr. 1729,1
"Witwe des Melchior Ehrensperger, Seiler",1
"b. 8. 8br. [17]58, ad S. C. adm. [17]75",1
Felwer,1
Hans Martins sel. Tochter,1
"""T[ext]. Ps. CXXI:1,2.""",1
Fronegg Syffrigin von Zug,1
Witwe des Jakob Rüegg,1
b. d. 14. May 1746,1
Hans Jakob Ehrismanns sel. Tochter,1
getraut in Zürich im Grossmünster,1
baptiz. den 26t. Augst. 1753,1
A. Barbara Ottin v. Ermatingen,1
Bapt. 16. Febr. 1749,1
Wältlin,1
"Jakob Kunzen ""von Helfenschweil in dem Toggenburg"" Tochter",1
"Jakob Reisers, Köhlers (""Kollers""), Tochter",1
"Eltern: Jakob Briner, Magdalena Meili",1
"ledig (""juv."")",1
Melcher Hilperts Tochter,2
Thrineli,1
"""uß der G[rafschaft]. Toggenburg""",1
"Hans Kellers sel., ""Klybuben"" Tochter",1
Margret Ekhart,1
b. 29. Mai 1763,1
Bärenweil Baßlergebiets,1
ab dem Walsperg,8
Joachim Voglers sel. Tochter. Schein erteilt am 25. September 1657,1
"Eltern: Jakob Staub sel., Regula Theiler",1
"Elßbetha Bräwaldin. ""Ist wider uffen Schneitberg zogen zu ihrem Sohn.""",1
starb den 23. Merz 1719.,1
Bapt. 13. Febr. 1780,1
"Anna Schüberj, eine Hintersässin",1
"""aus dem Hohenstock der Pfarr Sternenberg""",1
Krummin,1
nat. den 15. Febr. 1684,1
des alten Ehgaumers Tochter,1
Lucea Tanglin von Kornwestheim bey Ludwigsburg,1
"""Bränner""",1
"""auf Bazenegg der Pfarr Sternenberg""",1
Bapt. den 25. 7ber 1707,1
Bapt. 15. Aprill 1743,1
bapt. Weiningen 22. Sept. 1726,1
geb. den 6. Jun. 1751 zu Wädenschweil,1
ab der Breithi,1
"Eltern: Amtsrichter Hans Jakob Maag, Anna Mathis",1
"von Dinßbach. [Das Ehegerichtsprotokoll vom 6. April 1723 gibt ""Diesbach Berner Gebieths"" als ihren Herkunftsort (YY 1.214, S. 173-174).]",1
Kaler,1
"samstags, ohne Ehrenzeichen. Sie gab vor, 17 Wochen schwanger zu sein.",1
bapt. d. 19. Apr. 1753,1
bapt. d. 7. 7brs. 1749,1
"Junker Hans Kaspar Eschers sel. von Berg, des Rats, Constaffelherrn wie auch gewesenen Sihlherrn Tochter. Text: Psalm 128:1. Gleicher Eintrag (ohne Trautext) auch im Band E III 14.1, S. 218.",1
Rychlig,2
nat. den 2. Xbr. 1730,1
baptiz. die 9. Martii 1753,1
b. d. 16. Jun. 1756,1
"E III 72.1, S. 161)]",1
Hans Geörg Peyers Tochter,1
"Predigt von Herrn Georg Wüst, Pfarrer zu Wipkingen und designierter Pfarrer zu Bassersdorf",1
Rychlin,2
"""Hans Geörgs""",1
Herrn Gerichtsherrn Hirzels sel. von Kempten Tochter,1
baptiz. 18. Sept. 1718,1
bapt. 13. Aug. A. [17]58,1
"Witwe des Hans Rudolf Walder von Herrgass (""Hergis"")",1
aus dem Vort. Schneit,2
Bapt. zu Seen den 28. 7bris 1749,1
nat. d. 3. 8br. 1745,1
"Eltern: Johannes Götz sel., Lehenmann der Klostergüter zu Stein, und Susanna Gossweiler sel.",1
Caspar Höfflis Tochter,1
"Malers Tochter (""pictoris filia"". [Im Ehebuch Birmensdorf heisst sie Anna Magdalena.]",1
N. 25. Martii 1753,1
bapt. 16. Febr. 1721,1
nata d. 16. 9br. 1721,1
"Witwe des Hans Bühler ""ab der Rüthi zu Fëldbach""",1
N. 27. Dec. 1775,1
"Frau Susanna Korrodi, welche vor etwa 20 Jahren als erstes Eheweib vich [?] war abgescheiden worden.",1
"Eltern: Salomon Müller, Anna Zollinger",1
Nata die 13. Febr. 1698,1
von Herbishofen,1
auß dem Toggenb. Der Pfarr Crummenau,1
"Margaretha Friesin, gebohrne Pejerin",1
B. den 14ten Mei 1769,1
"E III 42.2, S. 281: Der Eintrag in E III 42.1 ist unrichtig. Erstehe mit Schuhmacher Richi.",1
[bapt.] 23. Jan. 1677,1
nat. 11. Apr. 1760,1
usem Loch,1
N. 25. Martii 1757,1
Elsy Climm,1
"Eltern: Ulrich Näf, Anna Rathgeb",1
"von Baltenschweil der Pfr. Dietikon, in der Gericht Baden",1
bapt. 1. Jenner 1751,1
bapt. d. 10. Mart. 1737,1
"Trauung (zu seiner Beruhigung) mit Erlaubnis von Unterstatthalter Aschmann, nachmittags um 2 Uhr. Anwesende Zeugen: Hans Jakob Aschmann im Isenbühl, Agent",1
von Rath der Pfarr Stadel,1
mit Jungfer Greblin,1
Bapt. den 7. Aprill 1735,1
Bapt. den 16. Sept. 1745,1
von Utzikon,1
"Untervogt Langs sel. Tochter ""v. Unterötweil, der Pfarr Otelfingen u. Würenlos""",1
Bapt. den 10. 9bris 1754,1
Wältin,6
Geörg Nerachers s. Tochter,1
Oetw.,1
geb. den 1. März 1772,1
Zolliker,6
in der Tüelen,1
baptiz. den 5. Ap[r]el 1722,1
nat. d. 4 Xbr. 1692,1
Bapt. 27. Jan. 1756,1
nat. d. 12. 7br. 1711,1
"Agly, ""ab dem Grütt""",1
v. Emmishoven der Pfarr Egelshoven,1
"""von Berg""",7
Heinrich Stehlis sel. filia,1
Färber Heinrich Toggenburgers Tochter,1
aus der Pfarr Wald,4
B. den 14. 10bre 1732,1
von Bränggenrüte,1
bapt. den 6. 7br. 1687,1
Cathrin Hag,1
"Martha Philipin uß den Pündten, die ouch dem Bättel nachzogen",1
aus dem Höhenst.,1
bapt. den 1. 9ber 1734,1
Schneider Jakob Burkhards sel. Tochter,1
"Nat. 1733, den 8. Martii",1
bapt. den 15. 9br. 1744,1
nata den 2. 9brs. 1762,1
"Witwe des Fischverkäufers Schmidli (""Schmidlin"")",1
bapt. 6. Augst. 1766,1
Bapt. den 29. May 1746,1
N. et B. 17. Apr. 1765,1
Witwe des Heinrich Spillmann,2
Text: Matth. 5. 3-10.,1
Trauung in Uster nicht promulgiert,1
Rudolfs des Schneiders sel. Tochter,1
Hans H. Hugen Tochter,1
[bapt.] d. 9. 10br. 1714,1
"Text: Prov.3: 1, 2.",1
Bapt. den 29. Apr. 1742,1
B. den 21. Jun. 1731,1
Randnotiz: + 1.3.1810,1
bapt. 28. Jan. 1742,1
[B.] 17. Jul. 1707,1
nat. 12. Juni 1757,1
b. 22. Okt. 1713,1
Erh[ards]. Tocht.,1
"Nachtrag: ""Mort. den 5. Jun. 1775.""",1
"Arbogast ""Fosters"" sel. Tochter",1
Thoni Freien Tochter,1
B. d. 19. Apr. 1716,1
"Ergänzung zum Eheeintrag: ""Schue Ulrichen""",1
"puerpera d. b. 3. 8brs. 1779""",1
"""Fr. Elis. Huber""",1
"Verena Landis hatte das Knäblein im Januar 1740 geboren, das ""laut ehgrichtlicher Erkantnuß ehrlich und erb ist erkennt worden.""",1
getauft 21. Dez. 1766,1
Bapt. 3. Mej. 1740,1
in der Aa,1
Uli Indlikoffers von Grießheim hinderlaßne Tochter,1
an der Leygaß,1
"""NiderRifferschwil""",1
v. Zünikon der Pfar Elgg,1
"""von Rieden der Pfar Dietlikon""",1
in der Ah,1
Andreaß,1
"Frau Anna Sommer von Waltenstein, née Berchenmeier von Arbon",1
alt Ehgaumer Jakob Schaufelbergers Tochter,1
"Witwe des Hans Bachmann ""des ältern"" von Dietikon",1
"am 29. Dez. 1784 entlassen (""dimitt."")",1
Hans Felix Widmers sel. Tochter,1
Adam Meiers Tochter,2
"nata 1750, 1. 9br.",1
piscat.,1
nat. 1726 den 14ten Jul.,1
Bapt. den 7. Maji 1761,1
"Felix Bergers, Schuhmachers (""sut.""), Tochter",1
"""Hs Geörg sel. von Salenstein der Pfr. Ermatingen""",1
"Text: Marc. 14, v. 17-26.",1
Bapt. den 5. Febr. 1761,1
"""von Sulz, der Pfarr Dynhardt""",3
"""aus dem Weyerbach""",2
"Eltern: Ehgaumer Heinrich Huber sel., Anna Meili",1
Eltern: Hans Jakob Krebser und Anna Denzler,1
Nata d. 25. Mart. 1703,1
b. den 25. Mertz 1746,1
Eelsy,1
Mr. Rudolf Pfenningers sel. des Färbers zu Wald Tochter,1
"Witwe des Malers Zimmermann (""Mahler"")",1
"""v. Humliken Pfahr Andelfingen""",1
"Nachtrag: ""nata 1691""",1
Zobeli,1
im Hüenerbüel,2
Nat. den 14. Jul. 1765,1
von Hirstetten,1
"Tochter des Pfarrers in Ellikon (""Filia pastoris Ellik."")",1
nata die 7. Martii 1697,1
orig. vid. A°. 1737,1
Hester Apiana,1
nat. 1733,6
"Seckelmeister Dieners ""bym Stäg"" Tochter",1
nat. den 2. Julii 1757,1
uß dem Lindisch,1
nat. 1732,7
Verena Trincklerin ex coetu Hirzeliano,1
Bapt. 20. Aug. 1733,1
"Nachtrag: ""Mort. den 30. 9br. 1798.""",1
Hans Jörg Ammanns sel. Tochter,1
Waßersdorff,1
Verena Haug von Albis-Affoltern,1
den 15. Heüm. 1684 getauft,1
Stefans des Schmieds sel. Tochter,1
Happert,1
Ellsi,3
"""Conc. et cop. Jkr. Jacob Escher. V.D.M. T[ext]. Ps. 146:5.""",1
"Eltern: Hans Rudolf Hanhart, Amtmann und des Gerichts, und Frau Elisabeth Müller",1
"""ab der Matt im Sternenberg""",1
Hönger,1
Hans Jakoben sel. im Segel Tochter,1
adultera 1752),1
"""absque Cor. Virg.""",5
N. et B. 4. Jun. 1780,1
bapt. 4. März 1731,2
nata d. 26. Mart. 1730,1
Eltern: Ehgaumer Heinrich Lienhard und Elisabeth Breiter,1
bapt. 14. Apr. 1763,1
von Dübendorf ab Kämeten,1
b. d. 5. Apr. 1753,1
Nata den 30. April anno 1767,1
Eltern: Mr. Hans Heinrich Hagenbuch und Frau Anna Brennwald,1
N. 24. Aug. 1749,1
von Windlein,1
"""get. zu Pfungen den 11. Xbrs. 1731""",1
"nat. 1748, 27. 8br.",1
nata 10. Apr. 1771,1
Madalen Walthart,1
Sägers,1
ußem Vischenthaal,1
Riehtli,1
bey der Wetti,1
"Hans Spörris sel. Tochter, aus der ""Kilchhöri"" Egg",1
nat. 1738,2
Schmied Hans Müllers sel. Tochter,1
den 17. Merz 1720 gebohren,1
n. d. 10. Jun. A°. 1714,1
"Rudolf Meiers sel. Tochter, ""aet. 39 Jahr""",1
bapt. im Apr. 1716,1
bapt. den 1. Aug. 1681,1
bapt. den 1. Aug. 1680,1
Bapt. den 25. Febr. 1715,1
ab dem Altenflu,1
"""Brautgelt bezahlt 5 fl.""",1
Bapt. den 25. Febr. 1716,1
"v. Dorliken, der Pfarr Altiken",1
N. 8. Nov. 1761,1
Witwe des Jakob Falk,1
Eltern: Hans Heinrich Schmid und Barbara Landert,1
baptiz. den 9. Jan. 1738,1
nat. [17]69,1
b. d. 19. Sept. 1748,1
b. 30. Sept. 1770,1
nat. [17]64,1
auß Pündten [laut Bevölkerungsverzeichnis Embrach 1730 (S. 652) von Untervaz GR],1
nat. [17]62,1
"""ab Hochfalden der Pf. Hittnau""",1
Eggetschwiler,1
"[Das Ehegerichtsprotokoll vom 6. Febr. 1703 nennt sie als Johannes Wartmann von Hohentannen (""Hochen-Tannen der Pfarr Sulgen"") und Anna Maria Bär von Hemmerswil (""Hemmerischweil der Pfarr Sommeri"") (YY 1.191, S. 70).]",1
N. 1754 den 20. 8br.,1
gethaufft den 11. Herbst. 1727,1
"""von Witlingen""",1
bapt. 10. Juni 1770,1
nata den 27. Jul. 1755,1
v. Weinfelden,1
N. 1. Dec. 1765,1
[Im Ehebuch Grossmünster heisst sie Anna.],1
"Er bringt einen Schein, dass sie 200 fl. hat.",1
Sauerbek,1
"""Peügger""",1
"Grütert""",1
von Weziken auß der Pfarr Lustorff,1
ab d. Kemter Mooß d. Pfarr Wetzikon,1
"Eltern: Hans Jakob Hauser, Regula Kuhn",1
Hs. Hei.,1
baptiz. 24ten Janu. 1740,1
"Eltern: Hans Rudolf Suremann, Elisabeth Weber",1
"Eltern: Jakob Wipf, Anna Margaretha Möckli",1
velata aparuit.,1
von Sewen der Pfr. Hütw.,1
Wyßen,1
bapt-. d. 7. Merz 1756,1
Baptiz. den 26. Merzen 1741,1
"NB. ließen tauffen den 18. 10br. deß nemmlichen Jahres, obgleich sie frech geläugnet u. mit allen Ehren-Zeichen zur Kirchen gegangen.",1
Bapt. den 19ten 9bris 1752,1
bapt. 5. Xbr. 1717,1
Barbara Wyleman der Pfarr Embrach,1
"Eltern: Hans Kaspar Huber, Anna Güller",1
in Feürschwanden,1
mit des Ulis In der Rütte Schwöster,1
auß dem Schwendi der Pfarr Wyßlingen,1
nat. den 7. Maji 1750,1
"Eltern: Jakob Wyssling (""Weysling"") und Susanna Lüthi ""Leüthi"")",1
Nata die 24. Oct. 1706,1
"Witwe des Meisters Hans Ulrich Huber ""von Niederweil""",1
Spöckly,1
nat. 11. 8bris 1711,1
Bapt. 4. 8bris 1767,1
bapt. 1ten Nov. 1761,1
soror Satlers,1
baptiz. 26ten 8br. 1765,1
Cly Vrena,1
Foglin,1
Witwe des Johannes Affeltranger,1
N. 1. Febr. 1756,1
bapt. 28. 7brs. 1727,1
nata den 16ten 8br. 1707,1
"""Nat. den 14. Febr. 1741""",1
v. Thundorf der Pfar Kilchberg,1
aus der Güpf,1
"Nat. 1737, 7. Jun.",1
"Mr. Jakob Peters, Müllers, Tochter",1
"frühzeitiger Beischlaf, ohne Kranz",1
N. d. 19. Febr. 1768,1
"getraut zu ""Groß-Bockenheim bey Worms""",1
"von Osterhalden, der Pfarr Kurzdorff",1
deflorata,1
"Kaspars Tochter (""Caspari Filia"")",2
Susanna (Korrodi) geb. Weber,1
"Jakobs, ""Bauren"", sel.",1
abem Berg,1
Elsi Selnauer,1
so ein Ehebrecher- u. ein Hurenkind erzeüget.,1
"nat. 1758, Dec. 26.",1
Kuratin,1
"""v. Hergis der Pfarr Hombrächtikon""",1
"Eltern: Herr Leutnant Hans Ulrich Müller, Frau Katharina Breiter",1
nat. 5ten 8br. 1760,1
"""von Owangen""",2
Singysen,1
bapt. 17. VI. 1770,1
"""aet. 17 J. u. 8 Mt.""",1
Text: 1. Thimoth. VI. 8.,1
Hans Heinrich Aberlis Tochter,1
Erhingeri,1
nata 8. Apr. 1716,1
nat. 4. Sept. 1774,1
"nat. 1741, 28. Maji",1
[getauft] den 4. Julii 1724,1
N. 8. Febr. [17]74,1
Jakob Funken Tochter,3
Meßmers Tochter,1
N. 28. Mart. 1756,1
Klyhs. Hilp. slgn. Tochter,1
Hans Rudolf Mörgelis Tochter,1
Hans Kaspars des Stillständers Tochter,1
Baptizata d. 30. Julii 1719,1
Hörrliman,1
Richter Hanselis sel. Tochter,1
"von Riedt, der Pfarr Steinmaur",3
nata den 4. Augsten 1720,1
Biettenholtzerin,1
Witwe des Vieharzts Jakob Leuthold,1
Anna Fla,1
N. 28. Mart. 1751,1
Eltern: Hans Bruppacher und Katharina Pfister von Wädenswil,1
Bruchin,1
"Johann Kaspars, Leutnant und Kirchenpflegers, Tochter",1
Schelkli,1
"Eltern: Hans Jakob Hotz, Dorothea Wettstein",1
Witwe des Jakob Erb,2
"""Reg. Homberger von UnterWezikon d. Pfr. Goßau""",1
Nat. et. bapt. d. 1. Sept. 1720,1
[bapt.] 24. MaI 1733,1
"von Hofstetten, der Pfar Ellg",1
"""aus der Pfarey Andelfingen""",1
Ehgaumer Hans Merkis sel. Tochter,1
"""getauft den 10. Jul. 1688"" zu Hemmental",1
bapt. 21. Apr. 1716,1
bapt. die 19. Febr. 1688,1
Engel Schnyderin,1
"""Brauchli""",2
bapt. 31. Mai 1729,1
Bapt. 21. 9br. 1766,1
b. d. [Lücke] 1760,1
Wetzlin,1
"""Seine Gegenschwieger""",1
Kuhl,3
"Eltern: Freiamtsseckelmeister Kaspar Frick, Elisabeth Eichholzer",1
Heini Bären Tochter,2
bapt. d. 24. Winterm. 1735,1
[bapt.] 4. Febr. [1]776,1
Hirzel von Wülflingen,1
Randnotiz: + 1833,1
"[bapt.] 12. März 1719. Eintrag (mit weniger Angaben) auch in E III 15.2, S. 505.",1
Madalen Blüwler,1
bapt. 30. Aug. 1768,1
Lybenspärger,1
Jakob Honeggers sel. Tochter,1
Vater: Oswald Epprecht,1
Felix Pfisters Tochter,1
aus dem Winkelriedt,1
Elsbeth Meyer oder Mämely,1
"Ehgaumers (""Ehgrs"")",1
"Eltern: Hans Konrad Kurzbein, Wagner zu Weiern, Anna Barbara Ammann sel.",1
bapt. d. 6. Xbrs. 1739,1
Witwe des gewesenen Ehgaumers Heinrich Reiser,1
"""aus der Werdtmülli""",1
"""von Hinterteuffen, der Pfr. Rorbaß""",1
b. d. 20. Jun. 1725,1
von Kyrezen auß dem Glarner Land,1
Anna Häckin von Rümlicken,1
von wegen ihrer beßern Glegenheit willen,1
"Eltern: ""Hs. Geörg"" Zehnder, Regula Egli",1
"Text: Proverb. 8, v. 21.",1
"gravida, absque corronielo",1
Nat. 1744,2
bap. d. 24. Jan. 1773,1
b. den 12. Nov. 1758,1
"von Opfikon, Pf. Kloten",1
ab dem Kazenrüthi-Hof,1
"Hans Jakob Peters sel. ""ab Hürnen der Pfarr Bauma"" Tochter",1
"""Civis Tigurina""",1
auß der Pfarr Berg,2
"""acquisita dispensatione coram Foro Matrimoniali cum Sponsa haec A. 1720 ex eodem Jac. Bochsler Dieticonensi foetum illegitimum conceperit, qui etiam paucos post menses uxorem Sponsi defunctam olim violaverat.""",1
b. 6. April. 1711,1
"baptis. 5. Xbr. 1717, Jf.",1
bap. den 1. Jenner 1735,1
Geigers Tochter,1
"nata 1752, 9. Jan.",1
aus dem Grüschheü,1
"""v. Münch Altorf der Pfarr Illnau""",1
"""Gwalthertin""",1
Randnotiz: + 1787,1
b. 1702 8. Jan.,1
Randnotiz: + 1785,2
"Regula Vögeli, geborene Zollinger",1
get. 4. IXber 1753,1
B. 6. Jul. 1679,1
Randnotiz: + 1781,2
b. den 5ten Mart. 1720,1
Tochter obiger Wittwe,1
"""von Kefiken, Zürcher Antheils in der Pfarre Gachnang""",1
Herrn Diakons zu Sankt Peter sel. Tochter,1
getauft zu Ossingen 29. Nov. 1715,1
des Jaagen Tochter,1
Holenwäg,1
Hebrecht,1
Hans Jakob Steigmeiers Witwe,1
Johannesen sel. Bannwarten,1
Schaphusenn,1
aus der Spek der Pfarrey Altorf,1
Kaspar Meiers Tochter,2
"5 Gulden bezahlt. ""NB. Im Brautbrief war ihr Alter nicht angezeigt.""",1
N. 25. Febr. 1748,1
Bapt. den 22. Junii 1749,1
"Hansen, alt Kirchenpflegers, Tochter",1
"Hans Jakob Hubers, Kirchenpflegers, Tochter",1
b. den 3. Junii 1731,1
N. 17. Nov. 1748,1
Nat. den 1. Jan. 1771,1
Schuhmacher Johannes Meiers sel. Tochter,1
bapt. 10. 8br. 1717,1
Jörgenspergerin,1
"Hans Dünkis, Wagners, Tochter",1
"Mr. Jakob Weissen, Küfers und alt Ehgaumers, Tochter",1
nata 12.7.[16]85,1
baptiz. den 22. Jenner 1747,1
aus der Hütten,7
auß dem Schneitt,2
baptis. den 11. 9br. 1742,1
"gebohren zu Sultsburg, sonsten von Rüti",1
auß dem Schneiti,1
b. 1. Juli 1703,1
N[at]a. 1731 den 6. Mart.,1
bapt. 11ten Merz 1731,1
nat. Anno 1728,1
nat. Sihe hies. Tauffb.,1
bapt. d. 9. 9br. 1728,1
Plattner,1
N. 10. Aug. 1756,1
n. d. 3. April 1690,1
uß der Leimgrub,1
ab Eichen,1
nata 11. 9ber [16]88,1
b. 17. 8br. 1745,1
Spörly,1
N. 2. Mart. 1777,1
b. d. 27. Apr. 1776,1
Schulmeister Suters sel. Tochter,1
"Margreth Landart, mit Bleistift auf ""Barbara"" korrigiert",1
N. 8. Febr. 1778,1
"""aus der Tablet""",12
Webers und Ehgaumers,1
"Eltern: Hans Weidmann, Anna Schärer sel.",1
"""uß dem Eigenthahl, Schafhauser Gebiets"" [Eigental bei Berg am Irchel]",1
getauft den 9. Mey 1723,1
Vogt Heiris slgn.,1
uß der Pfahr Wyla,1
von Rümliken,1
"""aus dem Greüt, der Pfarre Dynhard""",1
"""aus dem Auli, der Pfarr Wila""",1
"""v. Münchweiln der Pfarr Sirnach""",1
Hans Rudolfs sel.,3
"bapt. 1775, 12. Mart.",1
ba. 13. Jan. 1709,1
"von Adlischweil, der Pfarr Kilchberg",17
Brunschfoffen uß dem Thurgöuw,1
"beide ""aus'm Thal""",1
B. den 8ten Febr. 1750,1
Rynnach uß dem Berner Byett under Graffschafft Lüentzburg,1
Nat. d. 8. Aug. 1751,1
Acefast,1
Bretschger,24
von Wattweil (ohne Zusatz),1
"""Anna Rüedi""",1
"Eltern: Hans Joachim Schmid, Eva Remensperger (""Reimensperger"")",1
NB. Concubitu praematuro peccarunt.,2
ward den 10. Merzen 1595 ein Kindbetteri,1
bapt. 27. 7brs. 1772,1
von Hüttikon der Gemeind Otelfingen,1
Lintberger,1
im Meiler Feld,2
"Barbara Wyßin von Zürich, deß Pfarrers Tochter",1
B. den 6. 9bre 1718,1
Witwe des Heinrich Hess,3
Gebohren den 26. Julii 1733,1
ohne Kranz und Schäppeli eingesegnet. Sie soll in 15 Wochen eine Kindbetterin werden.,1
"Eltern: Jakob Steffen, genannt Schwarz, und Barbara Fritschi von Flaach",1
Peter Flachen sel. Tochter,1
"""Schninder""",1
baptis. 24. Martii 1704,1
Löhningen auß dem Kleggaüw Schaffhuser Gebieths,1
nata 6. 9ber [17]06,1
bapt. den 24ten 7bris 1719,1
"aus der ""Pfr."" Turbenthal",1
"nata 1687, 28. Augusti",1
"""von Dintiken aus dem Berner-Gebiet""",1
Fuegin,1
aus der Melcher Rütti der Pfarr Gachnang,1
Maas,1
"bapt. 1756, 5. Xbr. ",1
nat. 1747. Aug.,1
Aggat,1
n. 19. Apr. 1741,1
b. 2. Febr. 1740,1
auf dem Kreütz,2
"Eltern: Jakob Schweizer, civis Turicensis, Ursula Sprüngli",1
"[nat.] 1750, 9. 9br.",1
von Attliken,4
Witwe des Hans Jakob Bosshard in der Rossweid (Sternenberg),1
"[bapt.] 1757, 21. 9br.",1
b. 2. Febr. 1749,2
von Öhrlikon Pfr. Schwamendingen,1
von Eschlikon der Pfarr Sirnach,1
"Eltern: Jakob Kloter, Verena Näf",1
b. den 18. Maji 1745,1
Joggels,1
b. 9. Mai 1723,1
"Virg. vit.""",1
bapt. den 10en. 8br. 1734,1
"""AMaria Raublin""",1
Hans Ulrich Schurters Tochter,1
